NACE Code,NACE Name,BICS Code,BICS Level,BICS Name,NACE_code_covered_EU_taxon,NACE_name_covered_EU_taxon,mapping _sectors_2dii
25.92,Manufacture of light metal packaging,17121011,4,Metal Containers & Packaging,,,
25.92,Manufacture of light metal packaging,1712101110,5,Aluminum Foil for Packaging,,,
25.92,Manufacture of light metal packaging,1712101111,5,Metal Containers,,,
25.93,"Manufacture of wire products, chain and springs",16131022,4,Wire Product,,,
25.93,"Manufacture of wire products, chain and springs",1613102210,5,Spring (Heavy Gauge),,,
25.93,"Manufacture of wire products, chain and springs",1613102211,5,Spring (Light Gauge),,,
25.93,"Manufacture of wire products, chain and springs",1613102212,5,Other Fabricated Wire Prods,,,
25.94,Manufacture of fasteners and screw machine products,16131011,4,Bolt Washer,,,
25.99,Manufacture of other fabricated metal products n.e.c.,16121711,4,Industrial Mold,,,
25.99,Manufacture of other fabricated metal products n.e.c.,16131023,4,Other Fabricated Metal Prods,,,
26,"Manufacture of computer, electronic and optical products",181310,3,EMS/ODM,,,
26,"Manufacture of computer, electronic and optical products",18131010,4,EMS,,,
26,"Manufacture of computer, electronic and optical products",18131011,4,ODM,,,
26.1,Manufacture of electronic components and boards,16111410,4,Electronic Coil,,,
26.1,Manufacture of electronic components and boards,16111411,4,Electronic Connectors,,,
26.1,Manufacture of electronic components and boards,16111412,4,Industrial Electronics Equip,,,
26.11,Manufacture of electronic components,181016,3,Electronics Components,,,
26.11,Manufacture of electronic components,18101610,4,Communication Equip Cmpnts,,,
26.11,Manufacture of electronic components,18101611,4,Display Components,,,
26.11,Manufacture of electronic components,1810161110,5,Display Panels,,,
26.11,Manufacture of electronic components,1810161111,5,Touch Solution,,,
26.11,Manufacture of electronic components,1810161112,5,Electronic Glass,,,
26.11,Manufacture of electronic components,1810161113,5,Misc. Display Components,,,
26.11,Manufacture of electronic components,18101613,4,Passive Components,,,
26.11,Manufacture of electronic components,18101614,4,PCBs,,,
26.11,Manufacture of electronic components,18101615,4,Miscellaneous Components,,,
26.11,Manufacture of electronic components,181111,3,Semiconductor Devices,,,
26.11,Manufacture of electronic components,18111110,4,Analog ICs,,,
26.11,Manufacture of electronic components,1811111010,5,App Specific Analog,,,
26.11,Manufacture of electronic components,1811111011,5,Power Management,,,
26.11,Manufacture of electronic components,1811111012,5,Standard Linear - General,,,
26.11,Manufacture of electronic components,18111111,4,Discrete,,,
26.11,Manufacture of electronic components,1811111110,5,"Discretes, Sensors & Actuators",,,
26.11,Manufacture of electronic components,1811111111,5,LED,,,
26.11,Manufacture of electronic components,1811111112,5,Optical Components,,,
26.11,Manufacture of electronic components,18111112,4,Intellectual Property - Semi,,,
26.11,Manufacture of electronic components,18111113,4,Memory ICs,,,
26.11,Manufacture of electronic components,1811111310,5,NAND Flash,,,
26.11,Manufacture of electronic components,1811111311,5,NOR Flash,,,
26.11,Manufacture of electronic components,1811111312,5,DRAM,,,
26.11,Manufacture of electronic components,1811111313,5,SRAM,,,
26.11,Manufacture of electronic components,1811111314,5,Other Memory,,,
26.11,Manufacture of electronic components,18111114,4,"Logic, Processors & App Specific",,,
26.11,Manufacture of electronic components,1811111410,5,App Specific Communication,,,
26.11,Manufacture of electronic components,1811111411,5,App Specific I/O & Storage,,,
26.11,Manufacture of electronic components,1811111412,5,App Specific Multimedia,,,
26.11,Manufacture of electronic components,1811111413,5,App Specific Others,,,
26.11,Manufacture of electronic components,1811111414,5,Logic,,,
26.11,Manufacture of electronic components,1811111415,5,Microcontrollers,,,
26.11,Manufacture of electronic components,1811111416,5,Microprocessors,,,
26.2,Manufacture of computers and peripheral equipment,181012,3,Office Electronics,,,
26.2,Manufacture of computers and peripheral equipment,18101210,4,Comml Printers & Scanners,,,
26.2,Manufacture of computers and peripheral equipment,18101211,4,Consumer Printers & Scanners,,,
26.2,Manufacture of computers and peripheral equipment,18101212,4,Photocopying Systems,,,
26.2,Manufacture of computers and peripheral equipment,18101214,4,Other Office Electronics,,,
26.2,Manufacture of computers and peripheral equipment,181013,3,Computer Hardware & Storage,,,
26.2,Manufacture of computers and peripheral equipment,18101310,4,Personal Computers,,,
26.2,Manufacture of computers and peripheral equipment,1810131010,5,Desktop Computers,,,
26.2,Manufacture of computers and peripheral equipment,1810131011,5,Handheld Computers,,,
26.2,Manufacture of computers and peripheral equipment,1810131012,5,Notebook Computers,,,
26.2,Manufacture of computers and peripheral equipment,1810131013,5,Workstations,,,
26.2,Manufacture of computers and peripheral equipment,18101311,4,Computer Storage,,,
26.2,Manufacture of computers and peripheral equipment,1810131110,5,Hard Disk Drives,,,
26.2,Manufacture of computers and peripheral equipment,1810131111,5,Solid State Drives,,,
26.2,Manufacture of computers and peripheral equipment,1810131112,5,Network Storage & Fabric,,,
26.2,Manufacture of computers and peripheral equipment,1810131113,5,Other Storage,,,
26.2,Manufacture of computers and peripheral equipment,1810131114,5,Hard Drive Components,,,
26.2,Manufacture of computers and peripheral equipment,18101312,4,Servers,,,
26.2,Manufacture of computers and peripheral equipment,18101313,4,Supercomputers,,,
26.2,Manufacture of computers and peripheral equipment,181014,3,Transaction Mgmt Systems,,,
26.2,Manufacture of computers and peripheral equipment,18101410,4,ATM,,,
26.2,Manufacture of computers and peripheral equipment,18101411,4,POS Terminals,,,
26.2,Manufacture of computers and peripheral equipment,18101412,4,Other Transaction Mgmt Sys,,,
26.2,Manufacture of computers and peripheral equipment,18101512,4,"Keyboards, Mice & Other Devices",,,
26.3,Manufacture of communication equipment,181010,3,Communications Equipment,,,
26.3,Manufacture of communication equipment,18101010,4,Broadcasting Equipment,,,
26.3,Manufacture of communication equipment,18101011,4,Data Networking Equipment,,,
26.3,Manufacture of communication equipment,1810101110,5,Home & Sm Business Netw Equip,,,
26.3,Manufacture of communication equipment,1810101111,5,Wireless Data Network Equip,,,
26.3,Manufacture of communication equipment,1810101112,5,Wireline Data Network Equip,,,
26.3,Manufacture of communication equipment,18101012,4,Mobile Phones,,,
26.3,Manufacture of communication equipment,1810101210,5,Mobile Phone Devices,,,
26.3,Manufacture of communication equipment,1810101211,5,Mobile Phone Accessories,,,
26.3,Manufacture of communication equipment,18101013,4,Telecommunications Equipment,,,
26.3,Manufacture of communication equipment,1810101310,5,Wireless Telecom Equipment,,,
26.3,Manufacture of communication equipment,181010131010,6,Mobile Radio Comm Equipment,,,
26.3,Manufacture of communication equipment,181010131011,6,RFID Devices,,,
26.3,Manufacture of communication equipment,181010131012,6,Satellite Commercial Equip,,,
26.3,Manufacture of communication equipment,181010131013,6,Wireless Application Svc Equip,,,
26.3,Manufacture of communication equipment,181010131014,6,Wireless Network Infra Equip,,,
26.3,Manufacture of communication equipment,181010131015,6,Other Wireless Comm Equip,,,
26.3,Manufacture of communication equipment,1810101311,5,Wireline Telecom Equipment,,,
26.3,Manufacture of communication equipment,181010131110,6,Cable TV Equipment,,,
26.3,Manufacture of communication equipment,181010131111,6,Fiber Optic Telecom Equipment,,,
26.3,Manufacture of communication equipment,181010131112,6,Telecommunications Devices,,,
26.3,Manufacture of communication equipment,181010131113,6,Wireline Customer Premise Equip,,,
26.3,Manufacture of communication equipment,181010131114,6,Wireline Network Infra Equip,,,
26.3,Manufacture of communication equipment,181010131115,6,Other Wireline Telecom Equip,,,
26.4,Manufacture of consumer electronics,181011,3,Consumer Electronics,,,
26.4,Manufacture of consumer electronics,18101110,4,Audio Equipment,,,
26.4,Manufacture of consumer electronics,1810111010,5,Home & Car Audio Equipment,,,
26.4,Manufacture of consumer electronics,1810111011,5,Personal Audio Devices,,,
26.4,Manufacture of consumer electronics,1810111012,5,Professional Audio Equipment,,,
26.4,Manufacture of consumer electronics,1810111013,5,Other Audio Equipment,,,
26.4,Manufacture of consumer electronics,1810111111,5,Video Cameras,,,
26.4,Manufacture of consumer electronics,18101112,4,Displays,,,
26.4,Manufacture of consumer electronics,1810111210,5,TV & Monitors,,,
26.4,Manufacture of consumer electronics,1810111211,5,Other Displays,,,
26.4,Manufacture of consumer electronics,18101113,4,Video Equipment,,,
26.4,Manufacture of consumer electronics,1810111310,5,DVD Devices,,,
26.4,Manufacture of consumer electronics,1810111311,5,Other Video Equipment,,,
26.4,Manufacture of consumer electronics,18101114,4,Video Game Equipment,,,
26.4,Manufacture of consumer electronics,1810111410,5,Handheld Consoles,,,
26.4,Manufacture of consumer electronics,1810111411,5,Video Game Consoles,,,
26.4,Manufacture of consumer electronics,1810111412,5,Other Video Game Equipment,,,
26.4,Manufacture of consumer electronics,18101115,4,Other Wireless Devices,,,
26.4,Manufacture of consumer electronics,1810111510,5,CB & Two Way Radios,,,
26.4,Manufacture of consumer electronics,1810111511,5,GPS Devices,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",151211,3,Life Science Equipment,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",15121110,4,Analytical Lab Equipment,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",1610101113,5,Elec Aerospace & Defense Sys,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",161112,3,Industrial Automation Controls,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",16111210,4,Manufacturing Auto Controls,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",16111211,4,Process Automation Controls,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",161113,3,Measurement Instruments,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",16111310,4,Elec Measuring Instruments,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",16111311,4,Fluid Meter & Counting Devices,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",16111312,4,Measuring & Control Devices,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",181015,3,Other Hardware,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",18101510,4,3D Printers,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",18101511,4,Biometric & ID Systems,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",18101513,4,Optical Instruments & Lens,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",18101514,4,Surveil & Traffic Mgmt Systems,,,
26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",18101515,4,Other Miscellaneous Hardware,,,
26.52,Manufacture of watches and clocks,1110101612,5,Watch,,,
26.52,Manufacture of watches and clocks,111010161210,6,General Watch,,,
26.52,Manufacture of watches and clocks,111010161211,6,Luxury Watch,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212,3,Medical Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121210,4,Cardiovascular Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",1512121010,5,Electrophysiology Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101010,6,Cardiac Rhythm Management,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121210101010,7,CRT-D Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121210101011,7,CRT-P Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121210101012,7,Implantable Cardiac Monitors,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121210101013,7,ICD,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121210101014,7,Pacemakers,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101011,6,Ventricular Assist Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",1512121011,5,Interventional Cardiology,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101110,6,Bare Metal Stents,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101111,6,Diagnostic Catheters,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101112,6,Diagnostic Vascular Closures,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101113,6,Drug Eluting Stents,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101114,6,Embolic Protection Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101115,6,Guide-Wires,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101116,6,Guiding Catheters,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101117,6,Introducer Sheaths,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101118,6,IVUS Catheters,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",151212101119,6,PTCA Balloons,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121211,4,Neuromodulation Devices,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",15121313,4,Radiation Equipment,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",1512131310,5,Imaging Equipment,,,
26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",1512131311,5,Radiation Therapy,,,
26.7,Manufacture of optical instruments and photographic equipment,18101111,4,Camera Equipment,,,
26.7,Manufacture of optical instruments and photographic equipment,1810111110,5,Digital Cameras,,,
26.7,Manufacture of optical instruments and photographic equipment,1810111112,5,Camera Accessories,,,
27.1,Manufacture of electric motors and other electrical equipment,161111,3,Electrical Power Equipment,,,
27.11,"Manufacture of electric motors, generators and transformers",16111110,4,Power Generation Equipment,,,
27.11,"Manufacture of electric motors, generators and transformers",1611111010,5,Electric Power Generators,,,
27.11,"Manufacture of electric motors, generators and transformers",161111101010,6,Portable Generator Sets,,,
27.11,"Manufacture of electric motors, generators and transformers",161111101011,6,Stat Power Plant Gen & Engines,,,
27.11,"Manufacture of electric motors, generators and transformers",16111110101110,7,Stationary Power Plant Engines,,,
27.11,"Manufacture of electric motors, generators and transformers",1611111011,5,Nuclear Power Gen Equip & Sys,,,
27.11,"Manufacture of electric motors, generators and transformers",1611111013,5,Turbine Generators,,,
27.11,"Manufacture of electric motors, generators and transformers",1611111014,5,Power Gen Equip Parts & Svcs,,,
27.11,"Manufacture of electric motors, generators and transformers",16111111,4,Power Trans & Distr Equip,,,
27.11,"Manufacture of electric motors, generators and transformers",1611111110,5,Power Automation Equipment,,,
27.11,"Manufacture of electric motors, generators and transformers",1611111111,5,Power Trans & Distr Components,,,
27.11,"Manufacture of electric motors, generators and transformers",1611111112,5,Electric Power Grid Parts & Svcs,,,
27.11,"Manufacture of electric motors, generators and transformers",1612151712,5,Motor & Generator,,,
27.2,Manufacture of batteries and accumulators,1111111011,5,Alt Vehicle Energy Storage,,,
27.2,Manufacture of batteries and accumulators,11111125,4,Vehicle Batteries,,,
27.2,Manufacture of batteries and accumulators,1210141012,5,Household Batteries,,,
27.2,Manufacture of batteries and accumulators,13111115,4,Fuel Cells & Industrial Batteries,,,
27.2,Manufacture of batteries and accumulators,1311111510,5,Industrial Batteries,,,
27.2,Manufacture of batteries and accumulators,131111151010,6,Lithium-based Batteries,,,
27.2,Manufacture of batteries and accumulators,131111151011,6,Nickel-based Batteries,,,
27.2,Manufacture of batteries and accumulators,131111151012,6,Sodium-based Batteries,,,
27.2,Manufacture of batteries and accumulators,1311111511,5,Flow Batteries,,,
27.2,Manufacture of batteries and accumulators,1311111512,5,Flywheels,,,
27.2,Manufacture of batteries and accumulators,1311111513,5,Fuel Cells,,,
27.2,Manufacture of batteries and accumulators,131111151310,6,Fuel Cell Alkaline,,,
27.2,Manufacture of batteries and accumulators,131111151311,6,Fuel Cell Bio,,,
27.2,Manufacture of batteries and accumulators,131111151312,6,Fuel Cell Direct Methanol,,,
27.2,Manufacture of batteries and accumulators,131111151313,6,Fuel Cell Metal Air,,,
27.2,Manufacture of batteries and accumulators,131111151314,6,Fuel Cell Molten Carbonate,,,
27.2,Manufacture of batteries and accumulators,131111151315,6,Fuel Cell PEM,,,
27.2,Manufacture of batteries and accumulators,131111151316,6,Fuel Cell PEM - Micro,,,
27.2,Manufacture of batteries and accumulators,131111151317,6,Fuel Cell Phosphoric Acid,,,
27.2,Manufacture of batteries and accumulators,131111151318,6,Fuel Cell Regenerative,,,
27.2,Manufacture of batteries and accumulators,131111151319,6,Fuel Cell Sodium Borohydride,,,
27.2,Manufacture of batteries and accumulators,131111151320,6,Fuel Cell Solid Oxide,,,
27.2,Manufacture of batteries and accumulators,131111151321,6,Fuel Cell Urea to Energy,,,
27.2,Manufacture of batteries and accumulators,131111151322,6,Fuel Cell Other,,,
27.2,Manufacture of batteries and accumulators,18101612,4,Electronics Batteries,,,
27.3,Manufacture of wiring and wiring devices,161114,3,Electrical Components,,,
27.3,Manufacture of wiring and wiring devices,16111413,4,Wire & Cable,,,
27.4,Manufacture of electric lighting equipment,1210141010,5,Electric Lamp Bulb & Parts,,,
27.4,Manufacture of electric lighting equipment,16111012,4,Lighting Fixture,,,
27.4,Manufacture of electric lighting equipment,1611101210,5,Commercial Light Fixture,,,
27.4,Manufacture of electric lighting equipment,1611101211,5,Residential Light Fixture,,,
27.4,Manufacture of electric lighting equipment,1611101212,5,Other Lighting Equipment,,,
27.51,Manufacture of electric domestic appliances,11121112,4,Household Appliances,,,
27.51,Manufacture of electric domestic appliances,1112111210,5,Electric Housewares & Fans,,,
27.51,Manufacture of electric domestic appliances,1112111211,5,Household Cooking Appliances,,,
27.51,Manufacture of electric domestic appliances,1112111212,5,Household Laundry Equipment,,,
27.51,Manufacture of electric domestic appliances,1112111213,5,Household Fridges & Freezers,,,
27.51,Manufacture of electric domestic appliances,1112111214,5,Household Vacuum Cleaners,,,
27.51,Manufacture of electric domestic appliances,1112111215,5,Other Household Appliances,,,
27.9,Manufacture of other electrical equipment,131111,3,Renewable Energy Equipment,,,
27.9,Manufacture of other electrical equipment,13111110,4,Solar Energy Equipment,,,
27.9,Manufacture of other electrical equipment,1311111010,5,Polysilicon,,,
27.9,Manufacture of other electrical equipment,131111101010,6,Monocrystalline Silicon,,,
27.9,Manufacture of other electrical equipment,131111101011,6,Multicrystalline Silicon,,,
27.9,Manufacture of other electrical equipment,131111101012,6,Polysilicon Solar Grade,,,
27.9,Manufacture of other electrical equipment,131111101013,6,Polysilicon Upgrd Metallurgical,,,
27.9,Manufacture of other electrical equipment,131111101014,6,Silane,,,
27.9,Manufacture of other electrical equipment,1311111011,5,PV Cells,,,
27.9,Manufacture of other electrical equipment,131111101110,6,PV Cells CPV,,,
27.9,Manufacture of other electrical equipment,131111101111,6,PV Cells Crystalline Silicon,,,
27.9,Manufacture of other electrical equipment,131111101112,6,PV Cells Gallium Arsenide,,,
27.9,Manufacture of other electrical equipment,131111101113,6,PV Cells Nanostructured & Dyed,,,
27.9,Manufacture of other electrical equipment,131111101114,6,PV Cells Other,,,
27.9,Manufacture of other electrical equipment,1311111012,5,PV Modules,,,
27.9,Manufacture of other electrical equipment,131111101210,6,PV Modules Crystal Silicon,,,
27.9,Manufacture of other electrical equipment,131111101211,6,PV Modules Gallium Arsenide,,,
27.9,Manufacture of other electrical equipment,131111101212,6,PV Modules Nanostruct & Dyed,,,
27.9,Manufacture of other electrical equipment,131111101213,6,PV Modules Other,,,
27.9,Manufacture of other electrical equipment,1311111013,5,PV Wafers,,,
27.9,Manufacture of other electrical equipment,1311111014,5,Solar Inverters,,,
27.9,Manufacture of other electrical equipment,1311111015,5,Solar Thermal Elec Gen Equip,,,
27.9,Manufacture of other electrical equipment,131111101510,6,STEG Fresnel Linear Reflector,,,
27.9,Manufacture of other electrical equipment,131111101511,6,STEG Parabolic Dish,,,
27.9,Manufacture of other electrical equipment,131111101512,6,STEG Parabolic Trough,,,
27.9,Manufacture of other electrical equipment,131111101513,6,STEG Solar Chimney,,,
27.9,Manufacture of other electrical equipment,131111101514,6,STEG Tower & Heliostat,,,
27.9,Manufacture of other electrical equipment,131111101515,6,STEG Other,,,
27.9,Manufacture of other electrical equipment,1311111016,5,Thin Film Modules,,,
27.9,Manufacture of other electrical equipment,131111101610,6,PV Thin Film Non-Silicon Modules,,,
27.9,Manufacture of other electrical equipment,131111101611,6,PV Thin Film Silicon Modules,,,
27.9,Manufacture of other electrical equipment,131111101612,6,PV Thin Film Other,,,
27.9,Manufacture of other electrical equipment,1311111017,5,Other Solar Energy Components,,,
27.9,Manufacture of other electrical equipment,13111112,4,Geothermal Energy Equipment,,,
27.9,Manufacture of other electrical equipment,1311111210,5,Geothermal Equipment,,,
27.9,Manufacture of other electrical equipment,1311111211,5,Thermoelectric Generators,,,
27.9,Manufacture of other electrical equipment,1311111212,5,Other Geothermal Energy Cmpnts,,,
27.9,Manufacture of other electrical equipment,13111114,4,Marine Energy Equipment,,,
27.9,Manufacture of other electrical equipment,1311111410,5,Ocean Thermal Convertors,,,
27.9,Manufacture of other electrical equipment,1311111411,5,Tidal Stream Turbines,,,
27.9,Manufacture of other electrical equipment,1311111412,5,Wave Convertors,,,
27.9,Manufacture of other electrical equipment,1311111413,5,Other Marine Energy Components,,,
27.9,Manufacture of other electrical equipment,13111116,4,Smart Grid Equipment,,,
27.9,Manufacture of other electrical equipment,1311111610,5,Communication Networks,,,
27.9,Manufacture of other electrical equipment,1311111611,5,Demand Response Systems,,,
27.9,Manufacture of other electrical equipment,1311111612,5,Energy Management Systems,,,
27.9,Manufacture of other electrical equipment,1311111613,5,Grid Sensors & Controllers,,,
27.9,Manufacture of other electrical equipment,1311111614,5,Smart Grid Meter Software,,,
27.9,Manufacture of other electrical equipment,1311111615,5,Smart Meters,,,
27.9,Manufacture of other electrical equipment,13111118,4,Other Renewable Energy Equip,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",13111111,4,Wind Energy Equipment,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1311111110,5,Wind Turbines,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111010,6,Wind Turbine Offshore,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111011,6,Wind Turbine Onshore,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",13111111101110,7,Wind Turbine Onshore - Lg Scale,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",13111111101111,7,Wind Turb Onshore - Lg 2 Blade,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",13111111101112,7,Wind Turb Onsh - Lg Vert Axis,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",13111111101113,7,Wind Turb Onshore - Micro Scale,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1311111111,5,Wind Turbine Components,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111110,6,Wind Turbine Bearings,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111111,6,Wind Turbine Blades,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111112,6,Wind Turbine Gearboxes,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111113,6,Wind Turbine Generators,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111114,6,Wind Turbine Pitch,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111115,6,Wind Turbine Tower Foundation,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111116,6,Wind Turbine Towers,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",131111111117,6,Other Wind Turbine Components,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",13111113,4,Hydro Energy Equipment,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1311111310,5,Hydro Energy Micro Turbines,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1311111311,5,Hydro Energy Pico Turbines,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1311111312,5,Hydro Energy Turbines,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1311111313,5,Other Hydro Energy Components,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",161212,3,Engine & Transmission,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",16121210,4,Industrial Engines,,,
28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",16141212,4,Marine Propulsion & Pwr Plants,,,
28.12,Manufacture of fluid power equipment,161214,3,Flow Control Equipment,,,
28.12,Manufacture of fluid power equipment,16121411,4,Fluid Power Cylinder & Actuator,,,
28.12,Manufacture of fluid power equipment,16121412,4,Fluid Power Pump & Motor,,,
28.12,Manufacture of fluid power equipment,16121417,4,Flow Control Equip Parts & Svcs,,,
28.12,Manufacture of fluid power equipment,16131019,4,Metal Valve,,,
28.13,Manufacture of other pumps and compressors,16121410,4,Air & Gas Compressor,,,
28.13,Manufacture of other pumps and compressors,16121415,4,Measuring & Dispensing Pump,,,
28.13,Manufacture of other pumps and compressors,16121416,4,Pump & Pumping Equipment,,,
28.13,Manufacture of other pumps and compressors,1612141610,5,Engineered Products,,,
28.13,Manufacture of other pumps and compressors,1612141611,5,Industrial Products,,,
28.14,Manufacture of other taps and valves,16121413,4,Fluid Power Valve,,,
28.14,Manufacture of other taps and valves,16121414,4,Industrial Valve,,,
28.15,"Manufacture of bearings, gears, gearing and driving elements",16121211,4,Power Transmission & Gear,,,
28.15,"Manufacture of bearings, gears, gearing and driving elements",16121212,4,Gear,,,
28.15,"Manufacture of bearings, gears, gearing and driving elements",16131010,4,Ball & Roller Bearing,,,
28.2,Manufacture of other general-purpose machinery,161110,3,Comml & Res Bldg Equip & Sys,,,
28.21,"Manufacture of ovens, furnaces and furnace burners",16111011,4,HVAC Building Products,,,
28.21,"Manufacture of ovens, furnaces and furnace burners",1611101110,5,A/C Heating & Fridge Equip,,,
28.21,"Manufacture of ovens, furnaces and furnace burners",1611101111,5,Heating Equipment,,,
28.21,"Manufacture of ovens, furnaces and furnace burners",1611101112,5,Industrial Fans & Blowers,,,
28.21,"Manufacture of ovens, furnaces and furnace burners",1612151711,5,Ind Process Furnace & Oven,,,
28.22,Manufacture of lifting and handling equipment,16111010,4,Elevator & Moving Stairway,,,
28.22,Manufacture of lifting and handling equipment,161216,3,Material Handling Machinery,,,
28.22,Manufacture of lifting and handling equipment,16121610,4,Conveyor & Conveying Equip,,,
28.22,Manufacture of lifting and handling equipment,1612161010,5,Conveying Systems Equipment,,,
28.22,Manufacture of lifting and handling equipment,1612161011,5,Conveying Systems Components,,,
28.22,Manufacture of lifting and handling equipment,16121611,4,Industrial Trucks & Stackers,,,
28.22,Manufacture of lifting and handling equipment,1612161110,5,High-Reach Ind Matl Hdlg Equip,,,
28.22,Manufacture of lifting and handling equipment,1612161111,5,Industrial Trucks,,,
28.22,Manufacture of lifting and handling equipment,1612161112,5,Ind Truck & Stacker Parts & Svcs,,,
28.22,Manufacture of lifting and handling equipment,16121612,4,Overhead Crane,,,
28.22,Manufacture of lifting and handling equipment,1612161210,5,Industrial Overhead Cranes,,,
28.22,Manufacture of lifting and handling equipment,1612161211,5,Overhd Cranes Parts & Services,,,
28.23,Manufacture of office equipment (except computers and peripherals),18101213,4,Office Electronics Supplies,,,
28.24,Manufacture of power-driven hand tools,1112111711,5,Power Tools,,,
28.29,Manufacture of other general-purpose machinery n.e.c.,1612151010,5,Automatic Vending Machinery,,,
28.29,Manufacture of other general-purpose machinery n.e.c.,1612151715,5,Scale & Balance,,,
28.29,Manufacture of other general-purpose machinery n.e.c.,16121718,4,Welding & Solder Equipment,,,
28.3,Manufacture of agricultural and forestry machinery,161210,3,Agricultural Machinery,,,
